"","year_name","month_name","depth_cat","avg_bottemp","avg_surftemp"
"260",2014,"Jul",NA,20.0499687194824,21.5304918289185
"261",2014,"Aug",NA,20.4570896394791,21.3856943807294
"262",2014,"Sep","<50",18.6599999666214,19.7520830631256
"263",2014,"Sep","101-250",12.0600004196167,24.5
"264",2014,"Sep","50-100",13.2630000114441,20.5859996795654
"265",2014,"Sep",NA,20.6890045512806,21.0704053243001
"266",2014,"Oct","<50",17.3745454007929,17.3713635964827
"267",2014,"Oct",">250",11.6133337020874,22.490000406901
"268",2014,"Oct","101-250",12.255263102682,20.5447368621826
"269",2014,"Oct","50-100",14.8368965017384,17.1634482679696
"270",2014,"Oct",NA,17.4430126190186,17.4233311335246
"271",2014,"Nov","<50",14.4768750071526,14.2737500071526
"272",2014,"Nov",">250",9.84999990463259,20.1450004577637
"273",2014,"Nov","101-250",12.2049999237061,15.181666692098
"274",2014,"Nov","50-100",14.1788000106811,13.8963999557495
"275",2014,"Nov",NA,13.2404960632324,13.191191482544
"276",2015,"Mar","<50",3.38071429729461,3.48142857210977
"277",2015,"Mar","50-100",5.15375006198883,4.27875003218651
"278",2015,"Apr","<50",3.77200001239777,3.77279996871948
"279",2015,"Apr",">250",7.90000009536743,7.73000001907349
"280",2015,"Apr","101-250",9.77941184885362,6.82117647283218
"281",2015,"Apr","50-100",5.50411763611962,5.29000003197614
"282",2015,"May","<50",7.47550010681153,11.552499961853
"283",2015,"May",">250",9.39000010490415,18.4800000190735
"284",2015,"May","101-250",10.2412497997284,12.9724997282028
"285",2015,"May","50-100",8.17249998781416,11.0394444730547
"286",2015,"Jun","<50",7.26000022888184,8.5
"287",2015,"Jun",">250",8.73333358764651,15.5066668192545
"288",2015,"Jun","101-250",9.5800000031789,17.3499999046326
"289",2015,"Jun","50-100",8.23785720552717,11.6657143320356
"290",2015,"Jul",">250",9.54200000762941,19.9900001525879
"291",2015,"Jul","101-250",11.8249998092652,20.2849998474121
"292",2015,"Sep","<50",17.6821622333011,19.3613512709334
"293",2015,"Sep",">250",10.8900003433227,25.4899997711182
"294",2015,"Sep","101-250",13.3983333905538,23.3850002288819
"295",2015,"Sep","50-100",13.1234615032489,19.4992308616638
"296",2015,"Oct","<50",16.6853331883748,16.3520001093547
"297",2015,"Oct",">250",6.66499996185303,21.4250001907348
"298",2015,"Oct","101-250",12.8195000648499,20.2769999027252
"299",2015,"Oct","50-100",15.8094736902337,17.1355263308475
"300",2016,"Apr","<50",7.4799998998642,7.5074999332428
"301",2016,"Apr","101-250",9.84000015258789,8.67000007629395
"302",2016,"Apr","50-100",8.26666673024495,8.40999984741211
"303",2016,"May","<50",8.71239132466524,9.72847830730936
"304",2016,"May",">250",9.47499990463258,15.2866665522257
"305",2016,"May","101-250",11.9223809696379,10.6099999291556
"306",2016,"May","50-100",8.55127274773338,10.1032727154818
"307",2016,"Jun","<50",9.53214291163853,13.5178570747375
"308",2016,"Jun","101-250",6.5,12.5600004196167
"309",2016,"Jun","50-100",8.95652178059453,13.3669564620308
"310",2016,"Jul",">250",9.58400006294252,21.4510000228882
"311",2016,"Jul","101-250",12.7912499904632,20.8150000572205
"312",2016,"Jul","50-100",10.6850000619888,22.664999961853
"313",2016,"Aug","<50",13.5150000254313,21.1216667493184
"314",2016,"Aug",">250",12.2575000524521,23.8925001621246
"315",2016,"Aug","101-250",12.3435715607234,22.8935713086809
"316",2016,"Aug","50-100",12.1265909455039,20.9320454163985
"317",2016,"Sep","<50",17.6000001271566,18.8599999745687
"318",2016,"Sep","50-100",12.9610001564026,19.9690000534058
"319",2016,"Oct","<50",18.314333597819,18.2590002059937
"320",2016,"Oct",">250",11.1800003051758,23.0300006866455
"321",2016,"Oct","101-250",13.0545833309491,21.137499888738
"322",2016,"Oct","50-100",15.93468734622,18.4850002229214
"323",2017,"Feb","<50",5.31999998092651,5.32266664505005
"324",2017,"Feb",">250",8.28999996185304,7.625
"325",2017,"Feb","101-250",10.0933333502875,7.01666657129924
"326",2017,"Feb","50-100",6.88703704763342,6.68814814532245
"327",2017,"Mar","<50",4.8920000076294,5.11000003814697
"328",2017,"Mar",">250",10.8550000190735,7.03499984741211
"329",2017,"Mar","101-250",10.2079998016357,6.18800001144409
"330",2017,"Mar","50-100",4.88833332061767,5.07166663805644
"331",2017,"Mar",NA,5.35400009155274,5.31800003051758
"332",2017,"Apr","<50",5.13142858913967,5.27999999182565
"333",2017,"Apr","101-250",9.95615386962891,7.48692307105431
"334",2017,"Apr","50-100",6.12999994614545,6.58235297483556
"335",2017,"May","<50",9.4755556318495,10.9661110242208
"336",2017,"May",">250",9.68250000476836,10.5824999809265
"337",2017,"May","101-250",11.6916667620341,9.81333319346109
"338",2017,"May","50-100",7.436896455699,9.6275861509915
